"batch","X_unit_id","X_last_judgment_at","any_comments","what_service_gives_better_results","what_service_gives_better_results.confidence","agba","agbb","agfa","agfb","b1a","b1b","b2a","b2b","b3a","b3b","b4a","b4b","b5a","b5b","d1a","d1b","d2a","d2b","d3a","d3b","d4a","d4b","d5a","d5b","dagb","dagf","dndcgb","dndcgf","f1a","f1b","f2a","f2b","f3a","f3b","f4a","f4b","f5a","f5b","id","ndcgba","ndcgbb","ndcgfa","ndcgfb","ov","query"
1,151312867,"4/6/2012 21:42:57","","Service B",1,0.4,0.5,0.284,0.384,1,1,0,1,2,0,0,2,1,1,"b003699","b003699","d003040","b013201","b019219","b016472","b016137","b009219","b015961","b013943",-0.1,-0.1,-0.08348138,-0.084894808062147,36,36,0,31,63,22,11,74,32,29,224,0.404762744,0.488244124,0.286986281846338,0.371881089908485,1,"b019036"
1,151312868,"4/6/2012 21:43:45","","Service A",1,0.7,0.6,0.688,0.596,2,2,2,0,2,2,0,1,1,1,"d017287","d008195","d015916","e013209","d019434","d002904","e007472","d009368","e008487","e001497",0.1,0.092,0.140952089,0.127539821682536,96,98,97,0,88,97,13,50,50,53,225,0.788329111,0.647377022,0.766982388411278,0.639442566728742,0,"d006696"
1,151312869,"4/7/2012 00:47:03","","They are both equally bad",1,0.3,0.4,0.322,0.38,0,0,0,2,2,0,0,2,1,0,"d008959","b005228","b005228","e017957","e003326","d008959","d005887","e002021","b007001","b013065",-0.1,-0.058,-0.124871974,-0.065236030444095,12,0,0,82,84,12,0,80,65,16,226,0.235182641,0.360054615,0.268429811230775,0.33366584167487,2,"e004616"
1,151312870,"4/6/2012 23:40:06","","They are both equally good",1,0.1,0,0.068,0.058,1,0,0,0,0,0,0,0,0,0,"b011113","b013972","b013972","b000905","d002545","d001950","b009542","b010748","a001451","b005064",0.1,0.01,0.169580103,0.0188299242968957,8,3,3,4,4,2,18,5,1,15,227,0.169580103,0,0.0679399622162081,0.0491100379193124,1,"b008059"
1,151312871,"4/6/2012 21:41:09","","They are both equally good",1,0.6,0.7,0.546,0.612,0,1,1,1,1,1,2,2,2,2,"e016725","b013168","b007729","a008873","a005875","b007729","a004279","b016967","b006275","b017688",-0.1,-0.0659999999999999,-0.169580103,-0.126474123853289,14,59,50,45,64,50,78,72,67,80,228,0.469056611,0.638636714,0.464847541603708,0.591321665456997,1,"b018710"
1,151312872,"4/6/2012 21:20:09","","They are both equally bad",1,0.4,0.3,0.32,0.29,0,0,0,0,2,1,0,0,2,2,"e019660","e019660","e004787","e010340","d014326","d002808","b002158","b002158","d019278","d010642",0.1,0.03,0.084790051,0.024609203523299,13,13,14,15,62,47,2,2,69,68,229,0.30078518,0.215995129,0.272641437863595,0.248032234340296,2,"d009949"
1,151312873,"4/6/2012 21:37:30","","Service A",1,0,0.1,0.098,0.17,0,0,0,1,0,0,0,0,0,0,"b006000","a009028","e003641","d015717","b008274","e005340","b000756","e005819","b008360","b000756",-0.1,-0.072,-0.106993132,-0.030672373735736,32,0,10,66,2,13,5,1,0,5,230,0,0.106993132,0.140624911705882,0.171297285441618,1,"d015538"
1,151312874,"4/6/2012 23:37:38","","They are both equally bad",1,0.7,0.6,0.61,0.564,2,2,0,0,2,2,2,2,1,0,"f015197","b014849","b006210","b006210","f003234","b006767","a007806","a008167","b012997","e015137",0.1,0.046,0.065602539,0.015482534320894,77,80,28,28,67,84,70,83,63,7,231,0.720411197,0.654808658,0.619595224675684,0.60411269035479,1,"b016602"
1,151312875,"4/6/2012 22:44:26","","Service B",1,0.1,0.2,0.166,0.294,0,0,0,1,1,1,0,0,0,0,"a003713","d016271","e015403","d002695","d009080","d016835","b012392","b007587","e012607","e013215",-0.1,-0.128,-0.106993133,-0.118978936668798,16,12,0,63,67,44,0,0,0,28,232,0.084790051,0.191783184,0.16788430161044,0.286863238279238,0,"d016296"
1,151312876,"4/6/2012 22:54:26","","They are both equally bad",1,0.5,0.4,0.538,0.336,1,2,0,0,1,0,2,0,1,2,"b013869","b005421","a002403","a008009","b004735","b009829","b001721","a001663","b018483","b017429",0.1,0.202,-0.00432424000000003,0.145157228665846,55,69,29,9,44,7,78,4,63,79,233,0.466041043,0.470365283,0.519801886543784,0.374644657877938,0,"b007455"
1,151312877,"4/6/2012 22:22:35","","Service A",1,0.6,0.7,0.59,0.646,0,2,1,2,1,2,2,1,2,0,"e013215","d015681","d006532","d001415","d013931","d015475","d015475","d005725","d014237","e007623",-0.1,-0.056,-0.326704137,-0.184237297845024,28,83,59,91,56,76,76,69,76,4,234,0.469056611,0.795760748,0.526909415936433,0.711146713781457,1,"d016296"
1,151312878,"4/6/2012 21:20:11","","They are both equally good",1,0.2,0.1,0.298,0.24,0,0,0,0,0,0,0,1,2,0,"b009059","e017428","b009365","a008947","b015698","b015698","e017428","b001769","b015729","e001874",0.1,0.058,0.058170903,0.060345507693319,28,10,15,27,26,26,10,45,70,12,235,0.131205078,0.073034175,0.277604013115272,0.217258505421953,2,"b001064"
1,151312879,"4/6/2012 21:27:17","","They are both equally good",1,0.4,0.5,0.394,0.48,1,0,1,2,2,1,0,2,0,0,"b001312","b005967","b007562","b015277","b000367","b002616","a003073","b017501","a008873","b000460",-0.1,-0.086,0.00130867200000001,0.021877117807444,54,0,51,90,90,60,1,90,1,0,236,0.446153338,0.444844666,0.44767433250904,0.425797214701596,0,"b008990"
1,151312880,"4/6/2012 22:07:53","","They are both equally bad",1,0.2,0.1,0.232,0.16,0,0,0,0,0,0,2,1,0,0,"e008393","b003812","e013209","e005189","e015403","e007472","d019774","d005166","e007472","e015403",0.1,0.072,0.073034175,0.025959831030463,1,13,0,0,4,13,98,50,13,4,237,0.14606835,0.073034175,0.170378449080665,0.144418618050202,2,"d006696"
1,151312881,"4/6/2012 22:43:27","","They are both equally bad",1,0.3,0.4,0.326,0.412,0,0,2,0,1,2,0,1,0,1,"e015403","e015628","d012983","e015335","d009368","d019774","e005295","e017370","e015628","e008802",-0.1,-0.086,-0.00944050000000002,0.000171455795500042,4,3,96,0,50,98,10,54,3,51,238,0.298776316,0.308216816,0.322326260984136,0.322154805188636,1,"d006696"
1,151312882,"4/6/2012 21:32:07","","They are both equally bad",1,0.6,0.5,0.486,0.47,2,2,0,1,0,0,2,2,2,0,"d002207","d008540","b011661","d001905","d010599","e014992","d000246","d001009","d017875","d010599",0.1,0.016,0.024211946,-0.00821335440450199,83,74,22,59,5,20,70,77,63,5,239,0.616433633,0.592221687,0.521965997473208,0.53017935187771,1,"d013474"
1,151312883,"4/6/2012 21:59:28","","Service A",1,0.4,0.5,0.31,0.41,0,1,0,0,0,0,2,2,2,2,"a000993","e005751","b006538","e015290","d014926","b002385","b001494","a002358","a009630","a009973",-0.1,-0.1,-0.169580103,-0.149123248544159,13,56,10,0,0,0,60,76,72,73,240,0.277273427,0.44685353,0.247598118873533,0.396721367417692,0,"a002853"
1,151312884,"4/6/2012 22:44:24","","They are both equally good",1,1,0.9,0.85,0.812,2,2,2,1,2,2,2,2,2,2,"d017413","d006839","d019285","d016973","d016924","d006685","d001869","d010317","d009318","d010580",0.1,0.0379999999999999,0.106993132,0.061612580325623,89,85,85,50,87,82,80,97,84,92,241,1,0.893006868,0.858342541996423,0.7967299616708,0,"d007449"
1,151312885,"4/6/2012 22:46:45","","They are both equally bad",1,0.3,0.4,0.086,0.234,1,1,0,0,1,2,1,0,0,1,"e001612","b015914","e003220","b005641","b000465","e013970","b001363","a001451","d001950","b001077",-0.1,-0.148,-0.077358415,-0.118706506072771,15,19,11,2,9,65,6,1,2,30,242,0.327404329,0.404762744,0.101062931689962,0.219769437762733,0,"b008059"
1,151312886,"4/6/2012 22:53:33","","Service A",1,0.9,0.8,0.75,0.73,2,2,1,2,2,2,2,1,2,1,"e012747","e012747","e003151","e015354","e005772","e011329","e015354","e008698","e011329","e011044",0.1,0.02,0.0316435819999999,-0.0167177558229049,90,90,40,75,80,90,75,55,90,55,243,0.893006868,0.861363286,0.75413860489265,0.770856360715555,3,"e012576"
1,151312887,"4/6/2012 21:39:03","I like the hip hop is my favorite music","They are both equally good",1,0.9,1,0.7,0.74,2,2,2,2,2,2,1,2,2,2,"b016835","a008296","a007691","a009223","a003840","a007691","b006204","a003840","a008296","b005569",-0.1,-0.04,-0.073034175,-0.00247019975879104,90,75,70,75,75,70,40,75,75,75,244,0.926965825,1,0.739050795109369,0.74152099486816,3,"b001529"
1,151312888,"4/6/2012 21:42:55","","Service A",1,0.2,0.1,0.276,0.156,1,1,0,0,0,0,0,0,1,0,"e014866","e011345","d013573","b019890","e008252","e016412","d008753","a001472","e005627","d011321",0.1,0.12,0.065602538,0.119182680422859,59,29,1,22,7,20,6,3,65,4,245,0.235182641,0.169580103,0.30816239231694,0.188979711894081,0,"e010207"
1,151312889,"4/6/2012 21:48:34","","They are both equally good",1,0.9,1,0.68,0.812,2,2,2,2,1,2,2,2,2,2,"a009389","b001629","a004535","a007771","f005627","a009434","b018062","a004535","a003386","b014321",-0.1,-0.132,-0.084790051,-0.154222228139989,74,97,70,75,33,80,86,70,77,84,246,0.915209949,1,0.683377061636023,0.837599289776012,1,"a007204"
1,151312890,"4/6/2012 21:34:23","all is not well","Service B",1,0.4,0.3,0.412,0.314,0,1,0,0,2,1,1,0,1,1,"e015628","d005940","e015335","e008393","d019774","e012056","e017370","e015335","e008802","a002588",0.1,0.098,-0.011755877,-0.00405470251685203,3,48,0,1,98,51,54,0,51,57,247,0.308216816,0.319972693,0.322154805188636,0.326209507705488,1,"d006696"
1,151312891,"4/6/2012 22:05:35","","Service B",1,0.6,0.7,0.6,0.644,2,2,0,1,1,2,2,1,1,1,"b001629","a001440","b017742","a004219","b019676","b002680","b018062","b000592","a005229","b017808",-0.1,-0.044,-0.118749009,-0.055171733234523,97,91,8,53,53,69,86,55,56,54,248,0.635621145,0.754370154,0.635075378963318,0.690247112197841,0,"a007204"
1,151312892,"4/6/2012 22:57:26","","They are both equally bad",1,0.2,0.1,0.3,0.188,1,1,1,0,0,0,0,0,0,0,"e006488","e014866","e012056","b013729","e016412","a002137","d011321","e011266","b002761","d004816",0.1,0.112,0.106993132,0.105970909949321,55,59,49,3,20,9,4,14,22,9,249,0.276573235,0.169580103,0.360015254194193,0.254044344244872,0,"e010207"
1,151312893,"4/6/2012 22:41:54","","Service B",1,0,0.1,0.16,0.316,0,0,0,0,0,1,0,0,0,0,"e006107","a001127","a009067","b016317","b017742","a008025","a007806","e016256","b013272","a002137",-0.1,-0.156,-0.084790051,-0.136763783795143,23,21,9,34,8,55,14,13,26,35,250,0,0.084790051,0.165394908381172,0.302158692176315,0,"a007204"
1,151312894,"4/6/2012 23:09:20","","They are both equally good",1,0.7,0.5,0.508,0.372,0,0,2,2,1,0,2,2,2,1,"a004304","b018922","a008348","a006822","f012103","f006509","f014605","f000673","a000571","b008828",0.2,0.136,0.15039259,0.108342537416823,0,0,80,70,24,0,81,70,69,46,401,0.576049743,0.425657153,0.420735103276564,0.312392565859741,0,"a005589"
1,151312895,"4/6/2012 22:29:35","","They are both equally bad",1,0.6,0.8,0.55,0.714,2,2,1,0,2,2,0,2,1,2,"a005422","a004607","b009042","e016256","a006408","b007038","a003420","a001440","b000648","b007399",-0.2,-0.164,-0.104677756,-0.125729952758047,82,91,30,13,75,85,26,91,62,77,402,0.681335979,0.786013735,0.588817243739086,0.714547196497133,0,"a007204"
1,151312896,"4/6/2012 21:39:42","","They are both equally bad",1,0.4,0.2,0.47,0.21,0,0,1,0,1,0,2,0,0,2,"f010997","d012986","b013296","e015312","b010262","f010997","b019746","b003709","e013709","b007467",0.2,0.26,0.206646456,0.27079331874311,15,5,75,5,40,15,85,5,20,75,403,0.337851534,0.131205078,0.42959488326543,0.15880156452232,1,"b005963"
1,151312897,"4/6/2012 22:26:02","","They are both equally good",1,0.8,1,0.632,0.722,1,2,1,2,2,2,2,2,2,2,"d019089","d001693","d011506","d008005","d019278","d008619","d013998","d002016","d002515","d002515",-0.2,-0.09,-0.276573235,-0.106508091082991,55,67,56,84,69,63,68,79,68,68,404,0.723426765,1,0.611926622572655,0.718434713655646,1,"d009949"
1,151312898,"4/6/2012 22:19:53","","They are both equally bad",1,0.8,0.6,0.572,0.508,1,1,2,2,2,0,1,1,2,2,"a006516","a003184","a009530","a009022","a003151","b008038","a002015","b006673","a002073","a005185",0.2,0.0639999999999999,0.169580102,0.018834656795354,46,66,64,69,63,3,47,50,66,66,405,0.757385722,0.58780562,0.555047844101368,0.536213187306014,0,"a000184"
1,151312899,"4/6/2012 22:41:22","","Service A",1,0.5,0.7,0.342,0.502,1,2,1,0,1,1,1,2,1,2,"e017532","b003033","b003629","b009245","b016842","e017532","b016457","b019604","e000372","b000188",-0.2,-0.16,-0.201223684,-0.185761736304617,24,81,39,5,61,24,30,61,17,80,406,0.5,0.701223684,0.334422323250497,0.520184059555114,1,"b008450"
1,151312900,"4/6/2012 23:40:30","","Service A",1,0.8,0.6,0.688,0.55,0,1,2,2,2,1,2,1,2,1,"e009927","e008527","e002965","e006107","e001720","d003999","e009003","e016059","e008823","e007047",0.2,0.138,0.053846663,0.067839996395448,33,54,79,76,79,37,74,58,79,50,407,0.660839795,0.606993132,0.626682888082002,0.558842891686554,0,"e004656"
1,151312901,"4/6/2012 21:21:00","","They are both equally good",1,0.8,1,0.674,0.81,2,2,1,2,2,2,2,2,1,2,"e004441","e004441","e001388","e013661","e004944","e004944","e003068","e005678","e003117","e004211",-0.2,-0.136,-0.172595671,-0.119912476448202,82,82,53,89,85,85,73,79,44,70,408,0.827404329,1,0.700027305365558,0.81993978181376,2,"e006591"
1,151312902,"4/6/2012 21:36:31","","Service A",1,0.5,0.3,0.48,0.336,0,1,2,0,1,2,2,0,0,0,"b005967","b001363","b015277","a008873","b002616","b018504","b017501","b017394","b000460","b009021",0.2,0.144,0.105684461,0.066536525355922,0,49,90,1,60,91,90,8,0,19,409,0.444844666,0.339160205,0.425797214701596,0.359260689345674,0,"b008990"
1,151312903,"4/6/2012 22:17:24","","They are both equally good",1,0.5,0.7,0.502,0.688,2,1,1,1,1,1,1,2,0,2,"b013937","b008961","b016874","b010864","b019625","b013304","b013304","b008258","b000398","b010605",-0.2,-0.186,-0.03465915,-0.094186057763306,76,49,37,68,58,56,56,79,24,92,410,0.603977564,0.638636714,0.54858062800395,0.642766685767256,1,"f015638"
1,151312904,"4/6/2012 22:25:43","","They are both equally bad",1,0.4,0.2,0.48,0.36,1,1,0,1,1,0,0,0,2,0,"e008448","b009365","b015528","b000640","b000905","e005741","b011039","d008823","e002258","e011506",0.2,0.12,0.109001996,0.067490638808451,50,50,30,50,40,30,30,20,90,30,411,0.385575231,0.276573235,0.463513097825809,0.396022459017358,0,"e008019"
1,151312905,"4/6/2012 22:19:22","","Service B",1,0.6,0.8,0.56,0.772,1,2,2,2,2,1,0,2,1,1,"d005491","d001431","d009396","d006421","d008893","d006887","b018558","d005086","d010028","d010028",-0.2,-0.212,-0.230858401,-0.230991636874664,41,84,85,78,78,69,10,89,66,66,412,0.618749009,0.84960741,0.554418675385658,0.785410312260322,1,"d010273"
1,151312906,"4/6/2012 21:16:38","","Service A",1,0.8,0.6,0.67,0.504,1,0,2,2,1,2,2,0,2,2,"b005705","f013649","b002842","a000811","b006192","f005918","f005918","b018747","a000811","b002842",0.2,0.166,0.230858401,0.224096581490619,57,7,87,70,44,77,77,11,70,87,413,0.745629846,0.514771445,0.658420796122719,0.4343242146321,3,"f007939"
1,151312907,"4/6/2012 23:40:54","","They are both equally good",1,0.8,1,0.644,0.814,2,2,2,2,2,2,1,2,1,2,"e004211","e005678","e002382","e013661","e007254","e002382","e017735","e002021","e012625","e004944",-0.2,-0.17,-0.138636714,-0.142644137874965,70,79,80,89,76,80,51,74,45,85,414,0.861363286,1,0.671019176783462,0.813663314658427,1,"e006591"
1,151312908,"4/6/2012 21:43:41","","They are both equally bad",1,0.5,0.3,0.45,0.298,2,1,0,0,0,1,1,1,2,0,"b014660","b011661","b007729","b001759","b000460","b009588","b007752","b002626","b000367","b010488",0.2,0.152,0.215995129,0.154636861426602,85,50,0,0,0,45,50,54,90,0,415,0.543399458,0.327404329,0.479404919165035,0.324768057738433,0,"b008990"
1,151312909,"4/6/2012 21:36:00","","Service A",1,0.3,0.5,0.36,0.496,2,1,0,0,1,0,0,2,0,2,"e000166","e000280","d006404","b011259","d004345","b002921","b018118","e000166","b008202","e019110",-0.2,-0.136,-0.022903273,-0.016295418891665,81,48,19,17,53,19,11,81,16,83,416,0.423950257,0.44685353,0.44231494185337,0.458610360745035,1,"e010314"
1,151312910,"4/6/2012 21:28:05","","They are both equally good",1,0.8,0.6,0.632,0.52,2,1,2,2,1,1,1,1,2,1,"b002397","e005751","a004024","a006536","b008504","b013694","a002900","b001436","a004537","b015886",0.2,0.112,0.235182642,0.124697959103876,83,56,62,63,34,47,58,52,79,42,417,0.842175774,0.606993132,0.660203343552544,0.535505384448668,0,"a002853"
1,151312911,"4/6/2012 23:40:00","","Service A",1,0.2,0.4,0.266,0.358,0,1,0,0,0,0,2,1,0,2,"b009921","a005237","b003168","b013808","e001205","e000386","e010194","e011281","b014711","e012912",-0.2,-0.092,-0.227751005,-0.09650625952563,10,32,9,10,31,17,75,41,8,79,418,0.14606835,0.373819355,0.225792284753897,0.322298544279527,0,"e012250"
1,151312912,"4/6/2012 23:42:00","","Service A",1,0.4,0.2,0.478,0.374,0,0,2,1,2,0,0,0,0,1,"a001663","e005485","d009029","b009616","d010764","d004865","d004865","d018652","d018652","d008740",0.2,0.104,0.210970696,0.098808760621124,23,28,75,47,78,32,32,31,31,49,419,0.383566367,0.172595671,0.45818447179903,0.359375711177906,2,"d008359"
1,151312913,"4/6/2012 23:51:43","","Service B",1,0.8,1,0.742,0.946,2,2,2,2,2,2,2,2,0,2,"d003478","d004113","d011592","d018861","d014480","d004926","d011987","d005107","e011446","d004480",-0.2,-0.204,-0.131205078,-0.161040079272389,82,92,92,98,92,95,98,100,7,88,420,0.868794922,1,0.783323764577711,0.9443638438501,0,"d017427"
1,151312914,"4/6/2012 23:44:23","","Service A",1,0.8,0.6,0.61,0.52,1,1,2,0,2,1,1,2,2,2,"e003732","e006375","e006275","b013272","e003874","e006640","e018029","e000716","e007272","e002962",0.2,0.09,0.225742141,0.0766555399537751,30,50,80,25,85,30,35,85,75,70,421,0.757385722,0.531643581,0.566607891190198,0.489952351236423,0,"e009003"
1,151312915,"4/6/2012 21:59:40","","They are both equally good",1,0.6,0.8,0.52,0.68,1,2,0,1,1,1,2,2,2,2,"e006375","e005447","b013272","e016479","e006640","e013691","e000716","e003220","e002962","e016059",-0.2,-0.16,-0.276573235,-0.188950579138787,50,70,25,65,30,60,85,70,70,75,422,0.531643581,0.808216816,0.489952351236423,0.67890293037521,0,"e009003"
1,151312916,"4/6/2012 22:42:10","","Service A",1,0.4,0.2,0.464,0.39,1,0,2,0,0,1,1,0,0,1,"e003591","d007522","e001182","d005628","d007522","e017133","e002552","b016317","d000523","e010377",0.2,0.074,0.306207952,0.192016189281826,68,15,77,23,15,58,64,30,8,69,423,0.456600542,0.15039259,0.524815528927486,0.33279933964566,1,"e010715"
1,151312917,"4/6/2012 22:43:10","","They are both equally bad",1,0,0.2,0.204,0.312,0,0,0,0,0,0,0,0,0,2,"e007235","d007973","b018405","b018405","e003818","e007235","a003073","f013009","e016345","e010177",-0.2,-0.108,-0.131205078,-0.071296640026576,12,12,34,34,12,12,13,16,31,82,424,0,0.131205078,0.193466626467368,0.264763266493944,2,"e000004"
1,151312918,"4/6/2012 22:23:43","","They are both equally bad",1,0.5,0.3,0.422,0.228,2,1,0,0,2,0,1,0,0,2,"b004765","b016513","d018908","d011747","b013065","d016300","e010414","e016435","e016435","f019558",0.2,0.194,0.280989303,0.265199438389626,78,28,0,4,84,2,44,5,5,75,425,0.581774483,0.30078518,0.477822574134748,0.212623135745122,1,"b016165"
1,151312919,"4/7/2012 00:15:55","","They are both equally bad",1,0.5,0.7,0.52,0.56,2,0,1,1,2,2,0,2,0,2,"a000115","a002676","b009562","a002196","b007164","a000115","f015650","b011724","a001585","b007164",-0.2,-0.04,0.061886778,0.129938502442715,80,10,60,40,80,80,30,70,10,80,426,0.61573344,0.553846662,0.592325017873102,0.462386515430387,2,"b011836"
1,151312920,"4/6/2012 21:56:12","","Service B",1,0.5,0.3,0.422,0.3,0,1,2,2,0,0,1,0,2,0,"d011855","b016617","b014238","e006065","d013627","e001805","b012076","e010554","e015614","e000597",0.2,0.122,0.03465915,0.055342018072269,15,28,73,72,1,11,47,11,75,28,427,0.418225517,0.383566367,0.375835737633944,0.320493719561675,0,"e019603"
1,151312921,"4/6/2012 23:41:50","","They are both equally bad",1,0.2,0.4,0.326,0.43,0,0,0,1,1,1,1,2,0,0,"e003167","b013272","a003420","f005627","b000592","a003968","b016439","a001029","a001127","a007806",-0.2,-0.104,-0.180027308,-0.106802187898998,14,26,26,33,55,63,47,79,21,14,428,0.157824226,0.337851534,0.292593104723192,0.39939529262219,0,"a007204"
1,151312922,"4/6/2012 21:18:29","I thought service A was the closest to the example clip.","Service A",1,0.5,0.3,0.6,0.35,0,1,2,0,1,0,1,1,1,1,"d015963","d011959","d001415","a001472","d011660","e012607","d009583","d007294","d002695","d016168",0.2,0.25,0.129196214,0.168085735305273,16,62,91,4,61,0,69,40,63,69,429,0.43741303,0.308216816,0.535883356584895,0.367797621279622,0,"d016296"
1,151312923,"4/6/2012 21:46:38","","They are both equally bad",1,0.3,0.5,0.402,0.474,1,0,0,1,0,2,0,2,2,0,"d003093","e011741","e012064","b003635","e005504","d017037","e011837","d011789","d001412","e012064",-0.2,-0.072,-0.121856405,-0.019205079883058,47,10,20,36,19,86,18,85,97,20,430,0.30078518,0.422641585,0.387983997085158,0.407189076968216,1,"d007449"
1,151312924,"4/6/2012 22:03:57","","Service A",1,0.8,0.6,0.67,0.538,0,1,2,2,2,1,2,0,2,2,"d016411","e015628","e006930","e007640","e012747","e004302","e006169","b015359","e010816","e000025",0.2,0.132,0.061278299,0.0568626443740879,20,42,77,80,81,63,83,5,74,79,431,0.660839795,0.599561496,0.588289835764704,0.531427191390616,0,"e010715"
